"Ano","Regiao","Sub_Regiao","Pais","Mes","GeoCodUnidMaior","UnidMaior","GeoCodUnidMenor","UnidMenor","Especie","Categoria","TotalCasos","TotalNaoConfirmados","CASO_VARIANTE","CASO_FILOGEN","CASO_CERTIFICACAO","CASO_DATA_CERTIFIC","CASO_LAB","matchcode"
2008,"América Latina","Área Andina","Bolivia",2,"BOL-EBE","Beni","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:36:35.550","1",NA
2008,"América Latina","Área Andina","Bolivia",2,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",3,"0","NULL","NULL","P","2008-09-17 15:36:43.313","3",NA
2008,"América Latina","Área Andina","Bolivia",2,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-09-17 15:36:43.313","2",NA
2008,"América Latina","Área Andina","Bolivia",2,"BOL-LPA","La Paz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:36:43.313","1",NA
2008,"América Latina","Área Andina","Bolivia",2,"BOL-ORU","Oruro","...","Sin Informacion","Perros","Perros",3,"0","NULL","NULL","P","2008-09-17 15:36:43.313","3",NA
2008,"América Latina","Área Andina","Bolivia",3,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:36:51.000","1",NA
2008,"América Latina","Área Andina","Bolivia",3,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",3,"0","NULL","NULL","P","2008-09-17 15:36:51.000","3",NA
2008,"América Latina","Área Andina","Bolivia",3,"BOL-CHQ","Chuquisaca","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:36:51.000","1",NA
2008,"América Latina","Área Andina","Bolivia",3,"BOL-POT","Potosi","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-09-17 15:36:51.000","2",NA
2008,"América Latina","Área Andina","Bolivia",3,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:36:58.830","1",NA
2008,"América Latina","Área Andina","Bolivia",3,"BOL-LPA","La Paz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:36:58.830","1",NA
2008,"América Latina","Área Andina","Bolivia",3,"BOL-EBE","Beni","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-09-17 15:36:58.830","2",NA
2008,"América Latina","Área Andina","Bolivia",3,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-09-17 15:37:10.207","2",NA
2008,"América Latina","Área Andina","Bolivia",3,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-09-17 15:37:10.207","2",NA
2008,"América Latina","Área Andina","Bolivia",3,"BOL-LPA","La Paz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:37:10.207","1",NA
2008,"América Latina","Área Andina","Bolivia",3,"BOL-ORU","Oruro","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:37:10.207","1",NA
2008,"América Latina","Área Andina","Bolivia",3,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-09-17 15:37:17.830","2",NA
2008,"América Latina","Área Andina","Bolivia",3,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-09-17 15:37:17.830","2",NA
2008,"América Latina","Área Andina","Bolivia",3,"BOL-LPA","La Paz","...","Sin Informacion","Perros","Perros",4,"0","NULL","NULL","P","2008-09-17 15:37:17.830","4",NA
2008,"América Latina","Área Andina","Bolivia",3,"BOL-POT","Potosi","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:37:17.830","1",NA
2008,"América Latina","Área Andina","Bolivia",4,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-09-17 15:37:25.190","2",NA
2008,"América Latina","Área Andina","Bolivia",4,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:37:25.190","1",NA
2008,"América Latina","Área Andina","Bolivia",4,"BOL-ORU","Oruro","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:37:25.190","1",NA
2008,"América Latina","Área Andina","Bolivia",4,"BOL-POT","Potosi","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:37:25.190","1",NA
2008,"América Latina","Área Andina","Bolivia",4,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:37:33.783","1",NA
2008,"América Latina","Área Andina","Bolivia",4,"BOL-LPA","La Paz","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-09-17 15:37:33.783","2",NA
2008,"América Latina","Área Andina","Bolivia",4,"BOL-EBE","Beni","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:37:33.783","1",NA
2008,"América Latina","Área Andina","Bolivia",4,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",3,"0","NULL","NULL","P","2008-09-17 15:37:40.673","3",NA
2008,"América Latina","Área Andina","Bolivia",4,"BOL-LPA","La Paz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:37:47.750","1",NA
2008,"América Latina","Área Andina","Bolivia",4,"BOL-ORU","Oruro","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-09-17 15:37:47.750","2",NA
2008,"América Latina","Área Andina","Bolivia",4,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-09-17 15:37:55.173","2",NA
2008,"América Latina","Área Andina","Bolivia",4,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:37:55.173","1",NA
2008,"América Latina","Área Andina","Bolivia",4,"BOL-LPA","La Paz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:37:55.173","1",NA
2008,"América Latina","Área Andina","Bolivia",4,"BOL-EBE","Beni","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:37:55.173","1",NA
2008,"América Latina","Área Andina","Bolivia",5,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:38:02.753","1",NA
2008,"América Latina","Área Andina","Bolivia",5,"BOL-LPA","La Paz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:38:02.753","1",NA
2008,"América Latina","Área Andina","Bolivia",5,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",3,"0","NULL","NULL","P","2008-09-17 15:38:11.110","3",NA
2008,"América Latina","Área Andina","Bolivia",5,"BOL-LPA","La Paz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:38:11.110","1",NA
2008,"América Latina","Área Andina","Bolivia",5,"BOL-POT","Potosi","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:38:11.110","1",NA
2008,"América Latina","Área Andina","Bolivia",5,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-09-17 15:38:27.673","2",NA
2008,"América Latina","Área Andina","Bolivia",5,"BOL-POT","Potosi","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-09-17 15:38:27.673","2",NA
2008,"América Latina","Área Andina","Bolivia",5,"BOL-LPA","La Paz","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-09-17 15:38:27.673","2",NA
2008,"América Latina","Área Andina","Bolivia",6,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",3,"0","NULL","NULL","P","2008-09-17 15:38:36.033","3",NA
2008,"América Latina","Área Andina","Bolivia",6,"BOL-LPA","La Paz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:38:36.033","1",NA
2008,"América Latina","Área Andina","Bolivia",6,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:38:46.360","1",NA
2008,"América Latina","Área Andina","Bolivia",6,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:38:46.360","1",NA
2008,"América Latina","Área Andina","Bolivia",6,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:38:54.393","1",NA
2008,"América Latina","Área Andina","Bolivia",6,"BOL-EBE","Beni","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:38:54.393","1",NA
2008,"América Latina","Área Andina","Bolivia",6,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-09-17 15:39:02.970","2",NA
2008,"América Latina","Área Andina","Bolivia",6,"BOL-ORU","Oruro","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:39:02.970","1",NA
2008,"América Latina","Área Andina","Bolivia",6,"BOL-POT","Potosi","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:39:02.970","1",NA
2008,"América Latina","Área Andina","Bolivia",7,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:39:09.550","1",NA
2008,"América Latina","Área Andina","Bolivia",7,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:39:09.550","1",NA
2008,"América Latina","Área Andina","Bolivia",7,"BOL-ORU","Oruro","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:39:09.550","1",NA
2008,"América Latina","Área Andina","Bolivia",7,"BOL-POT","Potosi","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:39:09.550","1",NA
2008,"América Latina","Área Andina","Bolivia",7,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",3,"0","NULL","NULL","P","2008-09-17 15:39:18.987","3",NA
2008,"América Latina","Área Andina","Bolivia",7,"BOL-CHQ","Chuquisaca","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:39:18.987","1",NA
2008,"América Latina","Área Andina","Bolivia",7,"BOL-LPA","La Paz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:39:18.987","1",NA
2008,"América Latina","Área Andina","Bolivia",7,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:39:42.097","1",NA
2008,"América Latina","Área Andina","Bolivia",7,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",5,"0","NULL","NULL","P","2008-09-17 15:39:42.097","5",NA
2008,"América Latina","Área Andina","Bolivia",7,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:39:26.893","1",NA
2008,"América Latina","Área Andina","Bolivia",7,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-09-17 15:39:26.893","2",NA
2008,"América Latina","Área Andina","Bolivia",7,"BOL-TAR","Tarija","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-09-17 15:39:26.893","1",NA
2008,"América Latina","Área Andina","Bolivia",7,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-09-17 15:39:34.673","2",NA
2008,"América Latina","Área Andina","Bolivia",8,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",5,"0","NULL","NULL","P","2008-11-26 15:16:37.900","5",NA
2008,"América Latina","Área Andina","Bolivia",8,"BOL-LPA","La Paz","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-11-26 15:16:37.900","2",NA
2008,"América Latina","Área Andina","Bolivia",8,"BOL-EBE","Beni","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-11-26 15:16:37.900","1",NA
2008,"América Latina","Área Andina","Bolivia",8,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",3,"0","NULL","NULL","P","2008-11-26 15:16:57.557","3",NA
2008,"América Latina","Área Andina","Bolivia",8,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",3,"0","NULL","NULL","P","2008-11-26 15:17:09.950","3",NA
2008,"América Latina","Área Andina","Bolivia",8,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-11-26 15:17:09.950","2",NA
2008,"América Latina","Área Andina","Bolivia",8,"BOL-LPA","La Paz","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-11-26 15:17:09.950","2",NA
2008,"América Latina","Área Andina","Bolivia",8,"BOL-ORU","Oruro","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-11-26 15:17:09.950","2",NA
2008,"América Latina","Área Andina","Bolivia",8,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",3,"0","NULL","NULL","P","2008-11-26 15:17:22.307","3",NA
2008,"América Latina","Área Andina","Bolivia",8,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-11-26 15:17:22.307","2",NA
2008,"América Latina","Área Andina","Bolivia",8,"BOL-LPA","La Paz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-11-26 15:17:22.307","1",NA
2008,"América Latina","Área Andina","Bolivia",9,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-11-26 15:17:34.917","1",NA
2008,"América Latina","Área Andina","Bolivia",9,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",4,"0","NULL","NULL","P","2008-11-26 15:17:34.917","4",NA
2008,"América Latina","Área Andina","Bolivia",9,"BOL-POT","Potosi","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-11-26 15:17:34.917","1",NA
2008,"América Latina","Área Andina","Bolivia",9,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-11-26 15:17:47.013","2",NA
2008,"América Latina","Área Andina","Bolivia",9,"BOL-CHQ","Chuquisaca","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-11-26 15:17:47.013","1",NA
2008,"América Latina","Área Andina","Bolivia",9,"BOL-LPA","La Paz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-11-26 15:17:47.013","1",NA
2008,"América Latina","Área Andina","Bolivia",9,"BOL-LPA","La Paz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-11-26 15:17:55.760","1",NA
2008,"América Latina","Área Andina","Bolivia",9,"BOL-EBE","Beni","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-11-26 15:17:55.760","1",NA
2008,"América Latina","Área Andina","Bolivia",10,"BOL-POT","Potosi","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-11-26 15:18:07.510","2",NA
2008,"América Latina","Área Andina","Bolivia",10,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-11-26 15:18:15.917","2",NA
2008,"América Latina","Área Andina","Bolivia",10,"BOL-CHQ","Chuquisaca","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-11-26 15:18:15.917","1",NA
2008,"América Latina","Área Andina","Bolivia",10,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-11-26 15:18:30.667","1",NA
2008,"América Latina","Área Andina","Bolivia",10,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-11-26 15:18:30.667","2",NA
2008,"América Latina","Área Andina","Bolivia",10,"BOL-LPA","La Paz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-11-26 15:18:30.667","1",NA
2008,"América Latina","Área Andina","Bolivia",10,"BOL-EBE","Beni","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-11-26 15:18:30.667","1",NA
2008,"América Latina","Área Andina","Bolivia",10,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-11-26 15:18:38.653","1",NA
2008,"América Latina","Área Andina","Bolivia",10,"BOL-LPA","La Paz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-11-26 15:18:38.653","1",NA
2008,"América Latina","Área Andina","Bolivia",10,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-11-26 15:19:35.403","2",NA
2008,"América Latina","Área Andina","Bolivia",10,"BOL-ORU","Oruro","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-11-26 15:19:35.403","1",NA
2008,"América Latina","Área Andina","Bolivia",11,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-11-26 15:19:47.263","2",NA
2008,"América Latina","Área Andina","Bolivia",11,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-11-26 15:19:47.263","1",NA
2008,"América Latina","Área Andina","Bolivia",11,"BOL-POT","Potosi","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-11-26 15:19:47.263","1",NA
2008,"América Latina","Área Andina","Bolivia",11,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-11-26 15:19:59.590","1",NA
2008,"América Latina","Área Andina","Bolivia",11,"BOL-LPA","La Paz","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-11-26 15:19:59.590","2",NA
2008,"América Latina","Área Andina","Bolivia",11,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-11-26 15:20:16.527","1",NA
2008,"América Latina","Área Andina","Bolivia",11,"BOL-LPA","La Paz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-11-26 15:20:16.527","1",NA
2008,"América Latina","Área Andina","Bolivia",11,"BOL-ORU","Oruro","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-11-26 15:20:16.527","2",NA
2008,"América Latina","Área Andina","Bolivia",9,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-11-27 09:24:48.360","2",NA
2008,"América Latina","Área Andina","Bolivia",9,"BOL-LPA","La Paz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2008-11-27 09:24:48.360","1",NA
2008,"América Latina","Área Andina","Bolivia",9,"BOL-ORU","Oruro","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2008-11-27 09:24:48.360","2",NA
2008,"América Latina","Área Andina","Bolivia",11,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-06-01 11:24:46.620","1",NA
2008,"América Latina","Área Andina","Bolivia",11,"BOL-TAR","Tarija","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-06-01 11:24:46.620","1",NA
2008,"América Latina","Área Andina","Bolivia",12,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-06-01 11:24:56.403","1",NA
2008,"América Latina","Área Andina","Bolivia",12,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-06-01 11:24:56.403","1",NA
2008,"América Latina","Área Andina","Bolivia",12,"BOL-LPA","La Paz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-06-01 11:24:56.403","1",NA
2008,"América Latina","Área Andina","Bolivia",12,"BOL-ORU","Oruro","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-06-01 11:24:56.403","1",NA
2008,"América Latina","Área Andina","Bolivia",12,"BOL-EBE","Beni","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-06-01 11:25:04.903","1",NA
2008,"América Latina","Área Andina","Bolivia",12,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-06-01 11:25:13.263","1",NA
2008,"América Latina","Área Andina","Bolivia",12,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-06-01 11:25:13.263","1",NA
2008,"América Latina","Área Andina","Bolivia",12,"BOL-LPA","La Paz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-06-01 11:25:13.263","1",NA
2008,"América Latina","Área Andina","Bolivia",12,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-06-01 11:25:21.433","1",NA
2008,"América Latina","Área Andina","Bolivia",12,"BOL-CHQ","Chuquisaca","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2009-06-01 11:25:21.433","2",NA
2008,"América Latina","Área Andina","Bolivia",12,"BOL-TAR","Tarija","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-06-01 11:25:21.433","1",NA
2009,"América Latina","Área Andina","Bolivia",0,"BOL-EBE","Beni","...","Sin Informacion","Perros","Perros",6,"0","NULL","NULL","P","2009-10-16 10:42:49.503","6",NA
2009,"América Latina","Área Andina","Bolivia",0,"BOL-CHQ","Chuquisaca","...","Sin Informacion","Perros","Perros",4,"0","NULL","NULL","P","2009-10-16 10:42:49.503","4",NA
2009,"América Latina","Área Andina","Bolivia",0,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",16,"0","NULL","NULL","P","2009-10-16 10:42:49.503","16",NA
2009,"América Latina","Área Andina","Bolivia",0,"BOL-LPA","La Paz","...","Sin Informacion","Perros","Perros",10,"0","NULL","NULL","P","2009-10-16 10:42:49.503","10",NA
2009,"América Latina","Área Andina","Bolivia",0,"BOL-ORU","Oruro","...","Sin Informacion","Perros","Perros",7,"0","NULL","NULL","P","2009-10-16 10:42:49.503","7",NA
2009,"América Latina","Área Andina","Bolivia",0,"BOL-POT","Potosi","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2009-10-16 10:42:49.503","2",NA
2009,"América Latina","Área Andina","Bolivia",0,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",16,"0","NULL","NULL","P","2009-10-16 10:42:49.503","16",NA
2009,"América Latina","Área Andina","Bolivia",0,"BOL-TAR","Tarija","...","Sin Informacion","Perros","Perros",24,"0","NULL","NULL","P","2009-10-16 10:42:49.503","24",NA
2009,"América Latina","Área Andina","Bolivia",1,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-12-22 11:38:25.320","1",NA
2009,"América Latina","Área Andina","Bolivia",1,"BOL-EBE","Beni","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-12-22 11:38:25.320","1",NA
2009,"América Latina","Área Andina","Bolivia",1,"BOL-TAR","Tarija","...","Sin Informacion","Perros","Perros",3,"0","NULL","NULL","P","2009-12-22 11:38:25.320","3",NA
2009,"América Latina","Área Andina","Bolivia",1,"BOL-ORU","Oruro","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-12-22 11:38:32.867","1",NA
2009,"América Latina","Área Andina","Bolivia",1,"BOL-TAR","Tarija","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-12-22 11:38:32.867","1",NA
2009,"América Latina","Área Andina","Bolivia",1,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2009-12-22 11:38:47.617","2",NA
2009,"América Latina","Área Andina","Bolivia",1,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-12-22 11:38:47.617","1",NA
2009,"América Latina","Área Andina","Bolivia",1,"BOL-EBE","Beni","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-12-22 11:38:47.617","1",NA
2009,"América Latina","Área Andina","Bolivia",1,"BOL-TAR","Tarija","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-12-22 11:38:47.617","1",NA
2009,"América Latina","Área Andina","Bolivia",2,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-12-22 11:38:55.710","1",NA
2009,"América Latina","Área Andina","Bolivia",2,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-12-22 11:38:55.710","1",NA
2009,"América Latina","Área Andina","Bolivia",2,"BOL-EBE","Beni","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-12-22 11:38:55.710","1",NA
2009,"América Latina","Área Andina","Bolivia",2,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",4,"0","NULL","NULL","P","2009-12-22 11:39:06.007","4",NA
2009,"América Latina","Área Andina","Bolivia",2,"BOL-LPA","La Paz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-12-22 11:39:06.007","1",NA
2009,"América Latina","Área Andina","Bolivia",2,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",5,"0","NULL","NULL","P","2010-03-03 08:41:37.307","5",NA
2009,"América Latina","Área Andina","Bolivia",3,"BOL-LPA","La Paz","...","Sin Informacion","Perros","Perros",3,"0","NULL","NULL","P","2009-12-22 11:39:29.570","3",NA
2009,"América Latina","Área Andina","Bolivia",3,"BOL-POT","Potosi","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2009-12-22 11:39:37.260","2",NA
2009,"América Latina","Área Andina","Bolivia",3,"BOL-EBE","Beni","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-12-22 11:39:37.260","1",NA
2009,"América Latina","Área Andina","Bolivia",3,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2009-12-22 11:39:50.883","2",NA
2009,"América Latina","Área Andina","Bolivia",3,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-12-22 11:39:50.883","1",NA
2009,"América Latina","Área Andina","Bolivia",3,"BOL-ORU","Oruro","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-12-22 11:39:50.883","1",NA
2009,"América Latina","Área Andina","Bolivia",4,"BOL-SCR","Santa Cruz","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-12-22 11:40:06.383","1",NA
2009,"América Latina","Área Andina","Bolivia",4,"BOL-EBE","Beni","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-12-22 11:40:13.367","1",NA
2009,"América Latina","Área Andina","Bolivia",4,"BOL-TAR","Tarija","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-12-22 11:40:19.807","1",NA
2009,"América Latina","Área Andina","Bolivia",4,"BOL-CCH","Cochabamba","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2009-12-22 11:40:27.557","1",NA
