"Ano","Regiao","Sub_Regiao","Pais","Mes","GeoCodUnidMaior","UnidMaior","GeoCodUnidMenor","UnidMenor","Especie","Categoria","TotalCasos","TotalNaoConfirmados","CASO_VARIANTE","CASO_FILOGEN","CASO_CERTIFICACAO","CASO_DATA_CERTIFIC","CASO_LAB","matchcode"
1998,"América Latina","Área Andina","Ecuador",6,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",10,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1998,"América Latina","Área Andina","Ecuador",7,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",18,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1998,"América Latina","Área Andina","Ecuador",8,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",15,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1998,"América Latina","Área Andina","Ecuador",9,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",10,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1998,"América Latina","Área Andina","Ecuador",10,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",11,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1998,"América Latina","Área Andina","Ecuador",11,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",8,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1998,"América Latina","Área Andina","Ecuador",12,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",9,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1999,"América Latina","Área Andina","Ecuador",1,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",8,"0","NULL","NULL","P","1999-06-09 00:00:00.000","8",NA
1999,"América Latina","Área Andina","Ecuador",2,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",6,"0","NULL","NULL","P","1999-06-09 00:00:00.000","6",NA
1999,"América Latina","Área Andina","Ecuador",3,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",5,"0","NULL","NULL","P","1999-06-09 00:00:00.000","5",NA
1999,"América Latina","Área Andina","Ecuador",4,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",7,"0","NULL","NULL","P","1999-06-09 00:00:00.000","7",NA
1999,"América Latina","Área Andina","Ecuador",5,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",7,"0","NULL","NULL","P","1999-11-12 00:00:00.000","7",NA
1999,"América Latina","Área Andina","Ecuador",6,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",10,"0","NULL","NULL","P","1999-11-12 00:00:00.000","10",NA
1999,"América Latina","Área Andina","Ecuador",7,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",13,"0","NULL","NULL","P","1999-11-12 00:00:00.000","13",NA
1999,"América Latina","Área Andina","Ecuador",8,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",8,"0","NULL","NULL","P","1999-11-12 00:00:00.000","8",NA
1999,"América Latina","Área Andina","Ecuador",9,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",7,"0","NULL","NULL","P","1999-11-12 00:00:00.000","7",NA
1999,"América Latina","Área Andina","Ecuador",10,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",8,"0","NULL","NULL","P","2000-01-06 00:00:00.000","8",NA
1999,"América Latina","Área Andina","Ecuador",11,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",12,"0","NULL","NULL","P","2000-01-06 00:00:00.000","12",NA
1999,"América Latina","Área Andina","Ecuador",12,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",12,"0","NULL","NULL","P","2000-01-06 00:00:00.000","12",NA
2000,"América Latina","Área Andina","Ecuador",1,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",7,"0","NULL","NULL","P","2000-04-10 00:00:00.000","7",NA
2000,"América Latina","Área Andina","Ecuador",2,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",13,"0","NULL","NULL","P","2000-04-10 00:00:00.000","13",NA
2000,"América Latina","Área Andina","Ecuador",3,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",13,"0","NULL","NULL","P","2000-04-27 00:00:00.000","13",NA
2000,"América Latina","Área Andina","Ecuador",4,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"0","NULL","NULL","P","2001-04-11 00:00:00.000","3",NA
2000,"América Latina","Área Andina","Ecuador",5,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",6,"0","NULL","NULL","P","2000-07-10 00:00:00.000","6",NA
2000,"América Latina","Área Andina","Ecuador",6,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",5,"0","NULL","NULL","P","2000-07-10 00:00:00.000","5",NA
2000,"América Latina","Área Andina","Ecuador",7,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",5,"0","NULL","NULL","P","2000-08-09 00:00:00.000","5",NA
2000,"América Latina","Área Andina","Ecuador",8,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",5,"0","NULL","NULL","P","2000-09-22 00:00:00.000","5",NA
2000,"América Latina","Área Andina","Ecuador",9,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",4,"0","NULL","NULL","P","2000-12-08 00:00:00.000","4",NA
2000,"América Latina","Área Andina","Ecuador",10,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",5,"0","NULL","NULL","P","2000-12-08 00:00:00.000","5",NA
2000,"América Latina","Área Andina","Ecuador",11,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",7,"0","NULL","NULL","P","2001-01-05 00:00:00.000","7",NA
2000,"América Latina","Área Andina","Ecuador",12,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",6,"0","NULL","NULL","P","2001-01-15 00:00:00.000","6",NA
2001,"América Latina","Área Andina","Ecuador",1,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",17,"0","NULL","NULL","P","2001-03-06 00:00:00.000","17",NA
2001,"América Latina","Área Andina","Ecuador",2,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",8,"0","NULL","NULL","P","2001-03-13 00:00:00.000","8",NA
2001,"América Latina","Área Andina","Ecuador",3,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",8,"0","NULL","NULL","P","2001-04-16 00:00:00.000","8",NA
2001,"América Latina","Área Andina","Ecuador",4,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",10,"0","NULL","NULL","P","2005-03-31 07:47:31.363","10",NA
2001,"América Latina","Área Andina","Ecuador",5,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"0","NULL","NULL","P","2001-07-21 00:00:00.000","3",NA
2001,"América Latina","Área Andina","Ecuador",6,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"0","NULL","NULL","P","2001-07-06 00:00:00.000","3",NA
2001,"América Latina","Área Andina","Ecuador",7,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",4,"0","NULL","NULL","P","2001-08-20 00:00:00.000","4",NA
2001,"América Latina","Área Andina","Ecuador",8,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",8,"0","NULL","NULL","P","2001-09-06 00:00:00.000","8",NA
2001,"América Latina","Área Andina","Ecuador",9,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"0","NULL","NULL","P","2001-10-09 00:00:00.000","3",NA
2001,"América Latina","Área Andina","Ecuador",10,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",5,"0","NULL","NULL","P","2001-11-06 00:00:00.000","5",NA
2001,"América Latina","Área Andina","Ecuador",11,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2002-01-07 00:00:00.000","2",NA
2001,"América Latina","Área Andina","Ecuador",12,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",4,"0","NULL","NULL","P","2002-01-08 00:00:00.000","4",NA
2002,"América Latina","Área Andina","Ecuador",1,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",5,"0","NULL","NULL","P","2002-02-15 00:00:00.000","5",NA
2002,"América Latina","Área Andina","Ecuador",2,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2003-01-14 00:00:00.000","2",NA
2002,"América Latina","Área Andina","Ecuador",3,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",4,"0","NULL","NULL","P","2003-01-14 00:00:00.000","4",NA
2002,"América Latina","Área Andina","Ecuador",4,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2002-05-06 00:00:00.000","2",NA
2002,"América Latina","Área Andina","Ecuador",5,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2003-01-14 00:00:00.000","1",NA
2002,"América Latina","Área Andina","Ecuador",7,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2002-08-05 00:00:00.000","2",NA
2002,"América Latina","Área Andina","Ecuador",8,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2002-10-14 00:00:00.000","2",NA
2002,"América Latina","Área Andina","Ecuador",9,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"0","NULL","NULL","P","2002-10-14 00:00:00.000","3",NA
2002,"América Latina","Área Andina","Ecuador",10,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2002-11-20 00:00:00.000","1",NA
2002,"América Latina","Área Andina","Ecuador",11,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2003-01-14 00:00:00.000","2",NA
2002,"América Latina","Área Andina","Ecuador",12,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2003-01-14 00:00:00.000","1",NA
2003,"América Latina","Área Andina","Ecuador",2,"ECU-CAN","Canar","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2003-02-10 00:00:00.000","NULL",NA
2003,"América Latina","Área Andina","Ecuador",4,"ECU-GUA","Guayas","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2003-08-08 00:00:00.000","NULL",NA
2003,"América Latina","Área Andina","Ecuador",6,"ECU-TNG","Tungurahua","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2003-06-30 00:00:00.000","NULL",NA
2003,"América Latina","Área Andina","Ecuador",7,"ECU-PCH","Pichincha","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2003-08-06 00:00:00.000","NULL",NA
2003,"América Latina","Área Andina","Ecuador",8,"ECU-CTP","Cotopaxi","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2003-08-19 00:00:00.000","NULL",NA
2003,"América Latina","Área Andina","Ecuador",8,"ECU-LOJ","Loja","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2003-08-19 00:00:00.000","NULL",NA
2003,"América Latina","Área Andina","Ecuador",9,"ECU-TNG","Tungurahua","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2003-09-15 00:00:00.000","NULL",NA
2003,"América Latina","Área Andina","Ecuador",9,"ECU-TNG","Tungurahua","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2003-09-18 00:00:00.000","NULL",NA
2003,"América Latina","Área Andina","Ecuador",10,"ECU-TNG","Tungurahua","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2003-11-04 00:00:00.000","NULL",NA
2003,"América Latina","Área Andina","Ecuador",11,"ECU-GUA","Guayas","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2003-11-17 00:00:00.000","NULL",NA
2003,"América Latina","Área Andina","Ecuador",11,"ECU-TNG","Tungurahua","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2003-11-17 00:00:00.000","NULL",NA
2003,"América Latina","Área Andina","Ecuador",11,"ECU-NAP","Napo","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2003-11-24 00:00:00.000","NULL",NA
2004,"América Latina","Área Andina","Ecuador",3,"ECU-GUA","Guayas","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2004-04-19 15:45:43.937","2",NA
2004,"América Latina","Área Andina","Ecuador",4,"ECU-GUA","Guayas","ECU-0901","Guayaquil","Perros","Perros",1,"0","NULL","NULL","P","2004-05-07 18:35:05.747","1","ECU009001"
2004,"América Latina","Área Andina","Ecuador",5,"ECU-TNG","Tungurahua","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2004-10-25 15:12:13.043","1",NA
2004,"América Latina","Área Andina","Ecuador",5,"ECU-TNG","Tungurahua","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2004-10-22 15:52:20.090","2",NA
2004,"América Latina","Área Andina","Ecuador",5,"ECU-TNG","Tungurahua","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2004-10-22 15:53:28.403","1",NA
2004,"América Latina","Área Andina","Ecuador",6,"ECU-TNG","Tungurahua","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2004-06-08 12:01:48.107","2",NA
2004,"América Latina","Área Andina","Ecuador",6,"ECU-GUA","Guayas","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2004-07-09 10:50:21.200","1",NA
2004,"América Latina","Área Andina","Ecuador",7,"ECU-TNG","Tungurahua","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2004-10-22 15:53:38.950","1",NA
2002,"América Latina","Área Andina","Ecuador",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2005-03-31 07:48:46.377","1",NA
1987,"América Latina","Área Andina","Ecuador",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",544,"0","NULL","NULL","P","2005-04-18 13:49:50.610","544",NA
1988,"América Latina","Área Andina","Ecuador",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",930,"0","NULL","NULL","P","2005-04-18 13:52:54.080","930",NA
2005,"América Latina","Área Andina","Ecuador",9,"ECU-CAN","Canar","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2005-09-13 13:13:17.163","1",NA
2005,"América Latina","Área Andina","Ecuador",8,"ECU-EOR","El Oro","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2005-09-13 14:52:08.810","1",NA
2013,"América Latina","Área Andina","Ecuador",1,"ECU-LOJ","Loja","...","NULL","Perros","Perros",1,"0","NULL","","P","2015-12-29 19:51:14.647","1",NA
1970,"Caribe","Caribe","Grenada",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1971,"Caribe","Caribe","Grenada",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1972,"Caribe","Caribe","Grenada",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1973,"Caribe","Caribe","Grenada",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1975,"Caribe","Caribe","Grenada",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1976,"Caribe","Caribe","Grenada",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1977,"Caribe","Caribe","Grenada",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1978,"Caribe","Caribe","Grenada",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1981,"Caribe","Caribe","Grenada",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1982,"Caribe","Caribe","Grenada",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1983,"Caribe","Caribe","Grenada",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1983,"Caribe","Caribe","Grenada",8,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1983,"Caribe","Caribe","Grenada",12,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1984,"Caribe","Caribe","Grenada",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",9,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"Caribe","Caribe","Grenada",1,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1989,"Caribe","Caribe","Grenada",2,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1989,"Caribe","Caribe","Grenada",3,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1989,"Caribe","Caribe","Grenada",4,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1989,"Caribe","Caribe","Grenada",5,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"Caribe","Caribe","Grenada",4,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"Caribe","Caribe","Grenada",5,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"Caribe","Caribe","Grenada",7,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"Caribe","Caribe","Grenada",10,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"Caribe","Caribe","Grenada",11,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1993,"Caribe","Caribe","Grenada",2,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1993,"Caribe","Caribe","Grenada",5,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1994,"Caribe","Caribe","Grenada",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",29,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1997,"Caribe","Caribe","Grenada",1,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1997,"Caribe","Caribe","Grenada",3,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1997,"Caribe","Caribe","Grenada",5,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1997,"Caribe","Caribe","Grenada",7,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1987,"Caribe","Caribe","Grenada",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"0","NULL","NULL","P","2005-04-18 13:50:01.563","3",NA
1988,"Caribe","Caribe","Grenada",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",6,"0","NULL","NULL","P","2005-04-18 13:53:00.017","6",NA
1970,"América Latina","América Central","Guatemala",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",215,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1971,"América Latina","América Central","Guatemala",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",137,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1972,"América Latina","América Central","Guatemala",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",182,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1973,"América Latina","América Central","Guatemala",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",283,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1974,"América Latina","América Central","Guatemala",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",214,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1975,"América Latina","América Central","Guatemala",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",79,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1976,"América Latina","América Central","Guatemala",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",79,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1977,"América Latina","América Central","Guatemala",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",201,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1978,"América Latina","América Central","Guatemala",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",472,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1979,"América Latina","América Central","Guatemala",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",310,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1980,"América Latina","América Central","Guatemala",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",273,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1981,"América Latina","América Central","Guatemala",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",354,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1982,"América Latina","América Central","Guatemala",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",331,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1983,"América Latina","América Central","Guatemala",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",147,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1983,"América Latina","América Central","Guatemala",7,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",14,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1983,"América Latina","América Central","Guatemala",8,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",18,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1983,"América Latina","América Central","Guatemala",9,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",12,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1983,"América Latina","América Central","Guatemala",10,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",15,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1983,"América Latina","América Central","Guatemala",11,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",11,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1983,"América Latina","América Central","Guatemala",12,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",10,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1984,"América Latina","América Central","Guatemala",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",194,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","América Central","Guatemala",1,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",27,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","América Central","Guatemala",2,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",31,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","América Central","Guatemala",3,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",19,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","América Central","Guatemala",4,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",29,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","América Central","Guatemala",5,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",27,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","América Central","Guatemala",6,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",30,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","América Central","Guatemala",7,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",25,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","América Central","Guatemala",8,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",20,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","América Central","Guatemala",9,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",29,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","América Central","Guatemala",10,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",40,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","América Central","Guatemala",11,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",32,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","América Central","Guatemala",12,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",37,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1986,"América Latina","América Central","Guatemala",1,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",31,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1986,"América Latina","América Central","Guatemala",2,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",35,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1986,"América Latina","América Central","Guatemala",3,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",28,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1986,"América Latina","América Central","Guatemala",4,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",42,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1986,"América Latina","América Central","Guatemala",5,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",31,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1986,"América Latina","América Central","Guatemala",6,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",33,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1989,"América Latina","América Central","Guatemala",1,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",13,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1989,"América Latina","América Central","Guatemala",2,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",29,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1989,"América Latina","América Central","Guatemala",3,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",20,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
