"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,178,"PER","Peru","PERU","Peru","Perú","","","","Pérou ","Perú ","<U+041F><U+0435><U+0440><U+0443>","<U+0628><U+064A><U+0631><U+0648>","<U+79D8><U+9C81> ","","","Perú","PE","","PE","604","18210728","Present","25661679","1296912","19.786754228505867","South America","Americas","1","","","","Latin America & Caribbean","Lower middle income","Severely indebted","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","",""
